order_id,date,region,sales_channel,customer_segment,category,product_name,unit_price,quantity,discount_pct,discount_amount,revenue,cost,profit,profit_margin_pct,customer_satisfaction,returned
ORD-10305,2023-04-21,Central,Online,Premium,Electronics,Laptop,1232.33,1,10.0,123.23,1109.1,855.79,253.31,22.84,4.0,False
ORD-10291,2023-04-22,West,Wholesale,Premium,Beauty,Face Cream,77.41,1,20.0,15.48,61.93,37.74,24.19,39.06,4.0,False
ORD-10001,2023-04-22,West,Online,Premium,Electronics,Smart Watch,360.59,1,0.0,0.0,360.59,255.97,104.62,29.01,4.0,False
ORD-10633,2023-04-22,North,Retail,Budget,Beauty,Shampoo,146.39,2,20.0,58.56,234.22,133.82,100.4,42.87,2.0,False
ORD-10982,2023-04-22,East,Retail,Premium,Books,Self Help,35.0,1,20.0,7.0,28.0,22.25,5.75,20.54,3.0,False
ORD-10106,2023-04-23,East,Retail,Budget,Sports,Bicycle,31.53,1,15.0,4.73,26.8,14.72,12.08,45.07,4.0,False
ORD-10049,2023-04-23,South,Online,Premium,Books,Python Guide,10.46,1,20.0,2.09,8.37,6.79,1.58,18.88,4.0,False
ORD-11083,2023-04-23,South,Online,Standard,Home & Garden,Coffee Maker,415.45,1,0.0,0.0,415.45,250.59,164.86,39.68,4.0,False
ORD-10218,2023-04-23,North,Wholesale,Standard,Beauty,Lipstick,34.04,1,5.0,1.7,32.34,15.51,16.83,52.04,2.0,False
ORD-10282,2023-04-23,West,Retail,Premium,Books,Novel,18.18,2,0.0,0.0,36.36,23.93,12.43,34.19,4.0,False
ORD-11168,2023-04-23,Central,Retail,Standard,Electronics,Tablet,1324.03,1,15.0,198.6,1125.43,904.36,221.07,19.64,3.0,False
ORD-10523,2023-04-24,West,Wholesale,Premium,Sports,Bicycle,597.38,2,15.0,179.21,1015.55,724.54,291.01,28.66,3.0,False
ORD-10941,2023-04-25,South,Direct Sales,Premium,Books,Business Strategy,22.03,1,15.0,3.3,18.73,15.37,3.36,17.94,2.0,False
ORD-10341,2023-04-25,East,Retail,Budget,Beauty,Shampoo,102.1,5,15.0,76.58,433.92,237.11,196.81,45.36,4.0,False
ORD-10372,2023-04-25,South,Retail,Budget,Electronics,Headphones,1088.45,1,0.0,0.0,1088.45,629.62,458.83,42.15,4.0,False
ORD-10129,2023-04-25,South,Retail,Budget,Sports,Tennis Racket,33.36,1,25.0,8.34,25.02,20.92,4.1,16.39,3.0,False
ORD-10551,2023-04-26,West,Online,Budget,Electronics,Tablet,1134.38,1,10.0,113.44,1020.94,798.24,222.7,21.81,4.0,False
ORD-10099,2023-04-27,Central,Online,Premium,Sports,Running Shoes,535.43,1,10.0,53.54,481.89,259.75,222.14,46.1,5.0,False
ORD-10799,2023-04-27,East,Retail,Premium,Home & Garden,Lamp,59.98,2,20.0,23.99,95.97,76.28,19.69,20.52,4.0,False
ORD-10877,2023-04-27,West,Retail,Standard,Sports,Running Shoes,261.44,1,5.0,13.07,248.37,187.03,61.34,24.7,2.0,False
ORD-10227,2023-04-28,West,Direct Sales,Budget,Electronics,Tablet,219.42,1,20.0,43.88,175.54,138.03,37.51,21.37,2.0,False
ORD-10993,2023-04-28,North,Retail,Premium,Clothing,Dress,79.64,1,0.0,0.0,79.64,45.3,34.34,43.12,4.0,False
ORD-10451,2023-04-29,East,Online,Premium,Clothing,Dress,128.63,1,25.0,32.16,96.47,88.95,7.52,7.8,5.0,False
ORD-10053,2023-04-29,Central,Online,Premium,Home & Garden,Sofa,467.6,1,0.0,0.0,467.6,262.0,205.6,43.97,4.0,False
ORD-10102,2023-04-29,Central,Retail,Standard,Sports,Bicycle,73.78,5,0.0,0.0,368.9,207.43,161.47,43.77,4.0,False
ORD-11148,2023-04-29,North,Online,Budget,Books,Business Strategy,36.73,1,0.0,0.0,36.73,18.36,18.37,50.01,3.0,True
ORD-10557,2023-04-29,Central,Retail,Budget,Sports,Tennis Racket,106.99,2,5.0,10.7,203.28,118.49,84.79,41.71,2.0,False
ORD-10229,2023-04-30,South,Online,Standard,Sports,Running Shoes,309.91,1,25.0,77.48,232.43,179.89,52.54,22.6,3.0,False
ORD-10942,2023-04-30,West,Direct Sales,Budget,Beauty,Lipstick,104.23,2,20.0,41.69,166.77,118.63,48.14,28.87,4.0,False
ORD-10907,2023-04-30,West,Retail,Budget,Sports,Bicycle,500.7,1,0.0,0.0,500.7,288.28,212.42,42.42,3.0,True
ORD-10936,2023-04-30,North,Wholesale,Budget,Electronics,Tablet,922.19,2,25.0,461.1,1383.28,1250.58,132.7,9.59,3.0,False
ORD-11090,2023-04-30,East,Retail,Standard,Beauty,Face Cream,127.1,1,15.0,19.07,108.03,64.41,43.62,40.38,3.0,False
ORD-11181,2023-04-30,South,Retail,Budget,Clothing,Jeans,82.46,3,0.0,0.0,247.38,179.79,67.59,27.32,2.0,True
ORD-10737,2023-05-01,North,Direct Sales,Budget,Books,Self Help,30.48,1,0.0,0.0,30.48,16.1,14.38,47.18,3.0,True
ORD-10608,2023-05-01,East,Online,Standard,Beauty,Sunscreen,127.51,1,0.0,0.0,127.51,66.82,60.69,47.6,3.0,False
ORD-10550,2023-05-01,East,Wholesale,Budget,Electronics,Tablet,548.3,1,10.0,54.83,493.47,341.68,151.79,30.76,2.0,False
ORD-10115,2023-05-01,East,Retail,Standard,Home & Garden,Coffee Maker,656.62,1,25.0,164.16,492.46,327.51,164.95,33.5,4.0,False
ORD-11093,2023-05-02,Central,Wholesale,Budget,Books,Python Guide,44.85,1,20.0,8.97,35.88,32.01,3.87,10.79,4.0,False
ORD-11165,2023-05-02,South,Wholesale,Standard,Home & Garden,Sofa,529.32,1,0.0,0.0,529.32,380.7,148.62,28.08,4.0,False
ORD-10422,2023-05-02,North,Retail,Budget,Home & Garden,Lamp,93.27,4,20.0,74.62,298.46,200.95,97.51,32.67,4.0,False
ORD-10161,2023-05-02,Central,Direct Sales,Premium,Beauty,Sunscreen,69.56,1,10.0,6.96,62.6,36.36,26.24,41.92,2.0,False
ORD-10738,2023-05-02,Central,Wholesale,Standard,Sports,Tennis Racket,116.71,1,0.0,0.0,116.71,54.99,61.72,52.88,4.0,False
ORD-10891,2023-05-03,Central,Online,Standard,Beauty,Perfume,58.65,1,0.0,0.0,58.65,27.32,31.33,53.42,4.0,False
ORD-10770,2023-05-03,North,Direct Sales,Standard,Sports,Bicycle,151.56,1,0.0,0.0,151.56,85.14,66.42,43.82,3.0,False
ORD-11111,2023-05-03,North,Online,Budget,Clothing,T-Shirt,164.43,1,10.0,16.44,147.99,95.9,52.09,35.2,3.0,True
ORD-10278,2023-05-03,North,Retail,Standard,Sports,Tennis Racket,223.88,1,0.0,0.0,223.88,103.82,120.06,53.63,4.0,False
ORD-10664,2023-05-03,South,Retail,Standard,Beauty,Shampoo,90.8,1,10.0,9.08,81.72,62.31,19.41,23.75,4.0,False
ORD-10601,2023-05-03,East,Direct Sales,Standard,Beauty,Face Cream,134.41,1,20.0,26.88,107.53,78.6,28.93,26.9,4.0,False
ORD-10669,2023-05-03,Central,Retail,Premium,Sports,Running Shoes,358.55,1,15.0,53.78,304.77,242.97,61.8,20.28,5.0,False
ORD-10265,2023-05-04,West,Direct Sales,Premium,Beauty,Face Cream,58.69,1,10.0,5.87,52.82,36.37,16.45,31.14,4.0,False
ORD-11040,2023-05-04,South,Retail,Budget,Electronics,Tablet,703.06,4,0.0,0.0,2812.24,1418.12,1394.12,49.57,3.0,False
ORD-10228,2023-05-04,North,Direct Sales,Budget,Beauty,Face Cream,56.79,2,0.0,0.0,113.58,54.74,58.84,51.8,3.0,False
ORD-11072,2023-05-04,East,Wholesale,Premium,Beauty,Sunscreen,146.72,1,20.0,29.34,117.38,107.16,10.22,8.71,4.0,False
ORD-10139,2023-05-05,East,Online,Standard,Sports,Bicycle,76.0,1,0.0,0.0,76.0,44.71,31.29,41.17,3.0,False
ORD-10939,2023-05-05,West,Online,Standard,Books,Python Guide,19.67,1,5.0,0.98,18.69,10.38,8.31,44.46,3.0,False
ORD-11030,2023-05-05,West,Retail,Budget,Clothing,Jacket,73.39,1,20.0,14.68,58.71,36.77,21.94,37.37,2.0,False
ORD-11133,2023-05-05,North,Retail,Budget,Electronics,Headphones,340.62,2,10.0,68.12,613.12,328.77,284.35,46.38,3.0,False
ORD-10543,2023-05-05,North,Online,Budget,Home & Garden,Blender,558.67,1,0.0,0.0,558.67,315.73,242.94,43.49,3.0,False
ORD-10830,2023-05-06,South,Wholesale,Budget,Sports,Yoga Mat,358.9,1,0.0,0.0,358.9,177.02,181.88,50.68,2.0,False
ORD-11120,2023-05-06,South,Wholesale,Standard,Books,Python Guide,15.34,4,0.0,0.0,61.36,28.72,32.64,53.19,2.0,False
ORD-10955,2023-05-06,West,Retail,Budget,Home & Garden,Plant Pot,204.23,1,20.0,40.85,163.38,106.2,57.18,35.0,3.0,True
ORD-10313,2023-05-06,South,Online,Premium,Beauty,Face Cream,69.57,1,0.0,0.0,69.57,39.05,30.52,43.87,4.0,False
ORD-10219,2023-05-07,West,Direct Sales,Budget,Sports,Dumbbell Set,343.65,1,5.0,17.18,326.47,240.18,86.29,26.43,4.0,False
ORD-10996,2023-05-07,East,Wholesale,Budget,Home & Garden,Sofa,291.27,1,20.0,58.25,233.02,145.22,87.8,37.68,2.0,False
ORD-11138,2023-05-07,South,Online,Budget,Electronics,Laptop,955.23,2,0.0,0.0,1910.46,1078.72,831.74,43.54,3.0,False
ORD-10661,2023-05-07,North,Direct Sales,Budget,Books,Self Help,24.44,1,5.0,1.22,23.22,17.74,5.48,23.6,4.0,False
ORD-10515,2023-05-08,West,Retail,Standard,Electronics,Smart Watch,1379.54,2,0.0,0.0,2759.08,1907.83,851.25,30.85,4.0,False
ORD-11128,2023-05-08,South,Online,Standard,Electronics,Tablet,1083.18,1,15.0,162.48,920.7,588.27,332.43,36.11,4.0,False
ORD-10345,2023-05-08,West,Online,Standard,Beauty,Lipstick,70.98,2,5.0,7.1,134.86,69.0,65.86,48.84,4.0,False
ORD-10314,2023-05-08,Central,Direct Sales,Premium,Clothing,T-Shirt,197.78,1,15.0,29.67,168.11,140.45,27.66,16.45,2.0,False
ORD-10301,2023-05-08,South,Retail,Standard,Books,Self Help,16.64,1,0.0,0.0,16.64,10.93,5.71,34.31,3.0,False
ORD-10748,2023-05-08,East,Online,Premium,Clothing,Jacket,61.33,1,0.0,0.0,61.33,30.64,30.69,50.04,3.0,False
ORD-10071,2023-05-09,East,Direct Sales,Standard,Sports,Dumbbell Set,149.1,1,10.0,14.91,134.19,70.91,63.28,47.16,3.0,False
ORD-10847,2023-05-09,West,Direct Sales,Premium,Electronics,Laptop,447.68,1,15.0,67.15,380.53,318.85,61.68,16.21,3.0,False
ORD-10373,2023-05-10,West,Direct Sales,Standard,Beauty,Lipstick,148.78,1,25.0,37.2,111.58,71.6,39.98,35.83,4.0,False
ORD-10920,2023-05-11,Central,Retail,Premium,Electronics,Headphones,1417.02,1,20.0,283.4,1133.62,902.4,231.22,20.4,3.0,False
ORD-10464,2023-05-11,Central,Online,Standard,Books,Self Help,46.4,1,0.0,0.0,46.4,26.96,19.44,41.9,4.0,False
ORD-10733,2023-05-12,West,Wholesale,Standard,Beauty,Perfume,44.77,1,0.0,0.0,44.77,25.89,18.88,42.17,3.0,False
ORD-10141,2023-05-12,South,Retail,Premium,Home & Garden,Sofa,645.55,1,0.0,0.0,645.55,306.33,339.22,52.55,3.0,False
ORD-10379,2023-05-13,East,Online,Standard,Sports,Yoga Mat,445.12,1,0.0,0.0,445.12,208.34,236.78,53.19,5.0,False
ORD-10735,2023-05-13,South,Wholesale,Premium,Electronics,Smartphone,179.58,1,0.0,0.0,179.58,107.89,71.69,39.92,2.0,False
ORD-11180,2023-05-13,East,Online,Standard,Sports,Tennis Racket,275.84,1,0.0,0.0,275.84,160.35,115.49,41.87,4.0,False
ORD-10973,2023-05-13,Central,Direct Sales,Standard,Beauty,Sunscreen,11.81,1,0.0,0.0,11.81,8.33,3.48,29.47,3.0,True
ORD-10578,2023-05-13,Central,Wholesale,Standard,Electronics,Headphones,1424.46,1,15.0,213.67,1210.79,838.73,372.06,30.73,3.0,False
ORD-10759,2023-05-14,Central,Online,Budget,Home & Garden,Blender,421.01,1,0.0,0.0,421.01,191.74,229.27,54.46,3.0,False
ORD-10992,2023-05-15,South,Retail,Standard,Beauty,Sunscreen,12.93,1,0.0,0.0,12.93,6.04,6.89,53.29,4.0,False
ORD-10311,2023-05-15,East,Direct Sales,Standard,Electronics,Laptop,1068.31,1,0.0,0.0,1068.31,490.56,577.75,54.08,4.0,False
ORD-10199,2023-05-16,East,Online,Budget,Books,Cook Book,47.5,1,25.0,11.88,35.62,34.17,1.45,4.07,3.0,False
ORD-10080,2023-05-16,East,Direct Sales,Premium,Clothing,Jacket,51.18,1,5.0,2.56,48.62,29.15,19.47,40.05,5.0,False
ORD-11178,2023-05-16,North,Online,Standard,Beauty,Sunscreen,78.57,1,,11.79,66.78,43.24,23.54,35.25,2.0,False
ORD-10873,2023-05-16,North,Retail,Standard,Home & Garden,Lamp,775.42,1,5.0,38.77,736.65,465.61,271.04,36.79,4.0,False
ORD-10811,2023-05-16,Central,Direct Sales,Budget,Electronics,Tablet,1094.51,2,20.0,437.8,1751.22,1512.27,238.95,13.64,4.0,False
ORD-10016,2023-05-16,South,Direct Sales,Budget,Sports,Yoga Mat,106.03,2,0.0,0.0,212.06,100.17,111.89,52.76,4.0,False
ORD-11115,2023-05-16,West,Wholesale,Premium,Electronics,Headphones,616.53,1,0.0,0.0,616.53,352.07,264.46,42.89,3.0,False
ORD-10481,2023-05-16,West,Retail,Premium,Beauty,Perfume,120.08,1,5.0,6.0,114.08,63.35,50.73,44.47,3.0,False
ORD-10193,2023-05-16,North,Online,Standard,Home & Garden,Plant Pot,738.29,1,0.0,0.0,738.29,409.08,329.21,44.59,1.0,False
ORD-10189,2023-05-17,East,Retail,Standard,Sports,Running Shoes,90.11,5,0.0,0.0,450.55,316.14,134.41,29.83,4.0,False
ORD-10540,2023-05-17,Central,Retail,Premium,Sports,Yoga Mat,546.88,1,0.0,0.0,546.88,345.83,201.05,36.76,4.0,False
ORD-10216,2023-05-17,East,Direct Sales,Premium,Clothing,T-Shirt,68.36,1,25.0,17.09,51.27,43.75,7.52,14.67,3.0,False
ORD-10081,2023-05-17,North,Retail,Budget,Clothing,Dress,28.15,1,0.0,0.0,28.15,17.95,10.2,36.23,4.0,False
ORD-11023,2023-05-19,Central,Wholesale,Standard,Beauty,Lipstick,103.31,1,0.0,0.0,103.31,60.18,43.13,41.75,3.0,False
ORD-10249,2023-05-19,North,Retail,Premium,Electronics,Smart Watch,537.77,1,25.0,134.44,403.33,279.68,123.65,30.66,3.0,True
ORD-10056,2023-05-20,Central,Retail,Standard,Books,Cook Book,38.85,1,5.0,1.94,36.91,19.76,17.15,46.46,,False
ORD-10728,2023-05-20,Central,Online,Budget,Sports,Running Shoes,572.11,2,15.0,171.63,972.59,791.26,181.33,18.64,2.0,True
ORD-10213,2023-05-20,Central,Direct Sales,Premium,Books,Cook Book,30.47,1,25.0,7.62,22.85,17.7,5.15,22.54,2.0,False
ORD-11121,2023-05-21,South,Direct Sales,Budget,Clothing,T-Shirt,77.67,1,0.0,0.0,77.67,53.2,24.47,31.51,2.0,False
ORD-10947,2023-05-21,East,Wholesale,Budget,Electronics,Smart Watch,911.71,2,0.0,0.0,1823.42,930.78,892.64,48.95,3.0,False
ORD-10231,2023-05-21,Central,Retail,Standard,Home & Garden,Blender,484.48,1,10.0,48.45,436.03,231.33,204.7,46.95,4.0,False
ORD-10052,2023-05-21,Central,Direct Sales,Budget,Clothing,Jacket,78.57,1,5.0,3.93,74.64,50.67,23.97,32.11,4.0,False
ORD-10514,2023-05-22,West,Wholesale,Premium,Electronics,Smartphone,1148.87,3,0.0,0.0,3446.61,1840.53,1606.08,46.6,3.0,False
ORD-10631,2023-05-22,East,Wholesale,Premium,Home & Garden,Lamp,234.5,1,0.0,0.0,234.5,126.16,108.34,46.2,3.0,False
ORD-11144,2023-05-22,South,Direct Sales,Budget,Electronics,Tablet,672.19,1,25.0,168.05,504.14,332.16,171.98,34.11,3.0,True
ORD-10033,2023-05-22,North,Online,Budget,Books,Self Help,58.59,4,20.0,46.87,187.49,123.16,64.33,34.31,4.0,False
ORD-10975,2023-05-22,West,Wholesale,Standard,Books,Python Guide,29.0,1,10.0,2.9,26.1,16.43,9.67,37.05,3.0,False
ORD-10652,2023-05-22,South,Direct Sales,Budget,Sports,Tennis Racket,67.02,1,5.0,3.35,63.67,49.89,13.78,21.64,4.0,False
ORD-10375,2023-05-22,North,Wholesale,Standard,Electronics,Headphones,629.25,1,15.0,94.39,534.86,381.15,153.71,28.74,3.0,False
ORD-10072,2023-05-22,South,Retail,Premium,Beauty,Sunscreen,17.24,1,25.0,4.31,12.93,10.55,2.38,18.41,4.0,False
ORD-10204,2023-05-23,Central,Direct Sales,Premium,Beauty,Lipstick,62.26,1,5.0,3.11,59.15,40.05,19.1,32.29,3.0,False
ORD-10425,2023-05-23,North,Direct Sales,Premium,Clothing,Sneakers,194.33,2,20.0,77.73,310.93,209.04,101.89,32.77,3.0,False
ORD-10713,2023-05-23,North,Retail,Standard,Sports,Bicycle,77.94,1,25.0,19.48,58.46,49.66,8.8,15.05,3.0,False
ORD-11007,2023-05-23,South,Wholesale,Premium,Electronics,Smart Watch,954.17,1,0.0,0.0,954.17,698.33,255.84,26.81,2.0,False
ORD-10965,2023-05-23,South,Retail,Budget,Home & Garden,Blender,434.61,1,15.0,65.19,369.42,312.95,56.47,15.29,4.0,False
ORD-10263,2023-05-24,Central,Retail,Standard,Home & Garden,Lamp,199.54,1,20.0,39.91,159.63,94.35,65.28,40.89,3.0,False
ORD-10364,2023-05-24,North,Wholesale,Standard,Home & Garden,Sofa,205.62,1,10.0,20.56,185.06,130.22,54.84,29.63,4.0,False
ORD-11039,2023-05-25,Central,Wholesale,Premium,Electronics,Tablet,1271.34,1,5.0,63.57,1207.77,724.41,483.36,40.02,3.0,False
ORD-10987,2023-05-26,East,Retail,Premium,Books,Business Strategy,51.0,1,5.0,2.55,48.45,30.57,17.88,36.9,2.0,True
ORD-10210,2023-05-27,West,Retail,Standard,Beauty,Shampoo,51.04,2,15.0,15.31,86.77,46.33,40.44,46.61,2.0,False
ORD-10168,2023-05-27,East,Online,Budget,Sports,Bicycle,355.32,2,5.0,35.53,675.11,349.59,325.52,48.22,3.0,False
ORD-10889,2023-05-28,West,Online,Budget,Books,Novel,15.16,1,0.0,0.0,15.16,9.41,5.75,37.93,5.0,False
ORD-10616,2023-05-29,East,Direct Sales,Standard,Books,Cook Book,12.41,1,10.0,1.24,11.17,9.15,2.02,18.08,1.0,False
ORD-10005,2023-05-29,South,Online,Premium,Home & Garden,Plant Pot,312.1,1,5.0,15.61,296.49,213.96,82.53,27.84,3.0,False
ORD-10287,2023-05-29,Central,Retail,Standard,Sports,Dumbbell Set,236.9,2,10.0,47.38,426.42,280.47,145.95,34.23,3.0,False
ORD-10755,2023-05-29,South,Direct Sales,Premium,Clothing,Dress,50.9,1,0.0,0.0,50.9,29.2,21.7,42.63,4.0,False
ORD-10138,2023-05-29,West,Direct Sales,Budget,Home & Garden,Plant Pot,178.06,1,20.0,35.61,142.45,89.15,53.3,37.42,,True
ORD-11141,2023-05-29,South,Retail,Standard,Beauty,Perfume,75.67,2,25.0,37.84,113.5,76.28,37.22,32.79,4.0,False
ORD-10855,2023-05-30,South,Direct Sales,Standard,Sports,Yoga Mat,123.16,1,15.0,18.47,104.69,62.98,41.71,39.84,,False
ORD-10424,2023-05-31,East,Retail,Budget,Books,Python Guide,40.75,2,5.0,4.08,77.42,52.42,25.0,32.29,3.0,False
ORD-11125,2023-05-31,East,Direct Sales,Standard,Sports,Yoga Mat,562.51,2,0.0,0.0,1125.02,782.89,342.13,30.41,3.0,True
ORD-10871,2023-06-01,Central,Online,Premium,Home & Garden,Sofa,672.62,3,0.0,0.0,2017.86,1020.47,997.39,49.43,2.0,False
ORD-10152,2023-06-01,South,Retail,Premium,Books,Python Guide,31.58,1,0.0,0.0,31.58,16.9,14.68,46.49,4.0,False
ORD-11006,2023-06-01,Central,Wholesale,Standard,Sports,Bicycle,252.88,1,5.0,12.64,240.24,124.68,115.56,48.1,3.0,False
ORD-10214,2023-06-01,South,Online,Budget,Books,Self Help,24.72,3,15.0,11.12,63.04,50.36,12.68,20.11,4.0,False
ORD-10240,2023-06-01,South,Online,Standard,Sports,Yoga Mat,46.28,1,20.0,9.26,37.02,24.02,13.0,35.12,2.0,False
ORD-10659,2023-06-01,West,Retail,Standard,Books,Novel,52.4,1,5.0,2.62,49.78,25.08,24.7,49.62,2.0,False
ORD-10438,2023-06-02,West,Wholesale,Budget,Clothing,Jeans,144.0,2,0.0,0.0,288.0,184.58,103.42,35.91,3.0,False
ORD-10949,2023-06-03,South,Direct Sales,Budget,Clothing,T-Shirt,22.92,2,20.0,9.17,36.67,21.18,15.49,42.24,4.0,False
ORD-10703,2023-06-04,North,Wholesale,Premium,Electronics,Headphones,1208.08,1,0.0,0.0,1208.08,700.48,507.6,42.02,3.0,False
ORD-11130,2023-06-04,South,Direct Sales,Budget,Clothing,Jacket,118.47,1,5.0,5.92,112.55,66.72,45.83,40.72,3.0,False
ORD-11095,2023-06-04,North,Direct Sales,Premium,Beauty,Face Cream,98.39,1,20.0,19.68,78.71,51.62,27.09,34.42,3.0,False
ORD-10531,2023-06-04,East,Online,Budget,Beauty,Face Cream,80.88,1,0.0,0.0,80.88,38.12,42.76,52.87,4.0,True
ORD-10045,2023-06-05,Central,Wholesale,Standard,Books,Python Guide,37.76,1,0.0,0.0,37.76,19.73,18.03,47.75,4.0,False
ORD-11099,2023-06-05,East,Online,Premium,Beauty,Face Cream,133.19,1,0.0,0.0,133.19,80.22,52.97,39.77,4.0,False
ORD-10829,2023-06-05,Central,Online,Premium,Electronics,Tablet,910.6,2,0.0,0.0,1821.2,894.47,926.73,50.89,3.0,False
ORD-10870,2023-06-06,West,Retail,Standard,Clothing,Jeans,81.19,1,5.0,4.06,77.13,47.32,29.81,38.65,3.0,False
ORD-11170,2023-06-06,North,Retail,Premium,Books,Self Help,36.77,1,5.0,1.84,34.93,18.71,16.22,46.44,4.0,False
ORD-10171,2023-06-06,North,Online,Standard,Home & Garden,Sofa,658.78,1,10.0,65.88,592.9,370.95,221.95,37.43,4.0,False
ORD-11064,2023-06-07,East,Wholesale,Premium,Sports,Running Shoes,148.05,1,10.0,14.8,133.25,84.4,48.85,36.66,4.0,False
ORD-10380,2023-06-07,North,Retail,Standard,Beauty,Lipstick,88.72,4,5.0,17.74,337.14,178.36,158.78,47.1,3.0,False
ORD-10742,2023-06-08,North,Retail,Standard,Sports,Running Shoes,501.42,2,20.0,200.57,802.27,543.88,258.39,32.21,2.0,False
ORD-11041,2023-06-08,North,Online,Standard,Sports,Bicycle,445.25,1,0.0,0.0,445.25,277.62,167.63,37.65,4.0,True
ORD-10062,2023-06-09,East,Online,Budget,Electronics,Smartphone,919.58,1,0.0,0.0,919.58,583.48,336.1,36.55,4.0,False
ORD-10913,2023-06-09,Central,Online,Standard,Clothing,Jeans,169.93,1,25.0,42.48,127.45,119.53,7.92,6.21,4.0,False
ORD-11104,2023-06-09,North,Wholesale,Premium,Clothing,Dress,112.32,1,15.0,16.85,95.47,70.63,24.84,26.02,3.0,False
ORD-10878,2023-06-10,West,Direct Sales,Standard,Sports,Tennis Racket,539.95,2,0.0,0.0,1079.9,587.64,492.26,45.58,2.0,False
ORD-10736,2023-06-10,West,Online,Premium,Beauty,Face Cream,17.86,1,0.0,0.0,17.86,13.0,4.86,27.21,4.0,False
ORD-10968,2023-06-11,Central,Retail,Standard,Beauty,Sunscreen,102.66,1,0.0,0.0,102.66,64.47,38.19,37.2,4.0,False
ORD-10548,2023-06-11,West,Retail,Standard,Electronics,Tablet,976.97,2,0.0,0.0,1953.94,1303.65,650.29,33.28,3.0,False
ORD-10845,2023-06-11,North,Wholesale,Standard,Electronics,Smartphone,1226.94,1,25.0,306.74,920.2,584.15,336.05,36.52,3.0,True
ORD-10972,2023-06-12,Central,Online,Premium,Sports,Dumbbell Set,92.98,1,0.0,0.0,92.98,61.71,31.27,33.63,2.0,False
ORD-10095,2023-06-12,West,Retail,Standard,Clothing,Sneakers,191.01,4,0.0,0.0,764.04,475.26,288.78,37.8,3.0,False
ORD-10725,2023-06-12,North,Direct Sales,Budget,Books,Self Help,10.69,1,0.0,0.0,10.69,5.5,5.19,48.55,4.0,False
ORD-10098,2023-06-12,North,Wholesale,Budget,Beauty,Shampoo,22.77,1,20.0,4.55,18.22,10.64,7.58,41.6,2.0,False
ORD-10554,2023-06-12,South,Direct Sales,Premium,Home & Garden,Plant Pot,663.27,2,0.0,0.0,1326.54,961.73,364.81,27.5,2.0,True
ORD-10359,2023-06-13,South,Retail,Budget,Beauty,Shampoo,27.06,1,10.0,2.71,24.35,17.71,6.64,27.27,2.0,False
ORD-11024,2023-06-13,North,Retail,Budget,Beauty,Face Cream,32.87,1,0.0,0.0,32.87,16.79,16.08,48.92,3.0,False
ORD-10826,2023-06-13,North,Wholesale,Standard,Clothing,T-Shirt,61.85,1,0.0,0.0,61.85,32.59,29.26,47.31,4.0,False
ORD-10239,2023-06-13,West,Online,Budget,Sports,Bicycle,510.62,1,25.0,127.66,382.96,356.76,26.2,6.84,3.0,False
ORD-10592,2023-06-14,North,Wholesale,Budget,Beauty,Lipstick,22.4,1,5.0,1.12,21.28,10.6,10.68,50.19,2.0,False
ORD-10769,2023-06-15,South,Online,Budget,Sports,Yoga Mat,598.38,1,10.0,59.84,538.54,326.92,211.62,39.3,4.0,False
ORD-10512,2023-06-15,West,Direct Sales,Budget,Beauty,Perfume,74.45,2,10.0,14.89,134.01,91.42,42.59,31.78,4.0,False
ORD-10087,2023-06-15,West,Online,Standard,Sports,Running Shoes,208.41,2,10.0,41.68,375.14,190.48,184.66,49.22,3.0,True
ORD-10340,2023-06-15,Central,Online,Standard,Home & Garden,Lamp,196.07,1,10.0,19.61,176.46,111.4,65.06,36.87,3.0,False
ORD-10951,2023-06-15,South,Direct Sales,Premium,Home & Garden,Sofa,224.83,2,0.0,0.0,449.66,216.22,233.44,51.91,3.0,False
ORD-10768,2023-06-16,East,Online,Budget,Sports,Running Shoes,397.78,1,25.0,99.44,298.34,223.81,74.53,24.98,3.0,False
ORD-10486,2023-06-16,North,Retail,Standard,Beauty,Face Cream,24.77,1,0.0,0.0,24.77,17.26,7.51,30.32,4.0,False
ORD-11009,2023-06-16,East,Retail,Standard,Beauty,Sunscreen,98.21,2,,19.64,176.78,134.56,42.22,23.88,3.0,False
ORD-10493,2023-06-16,Central,Retail,Standard,Clothing,Sneakers,47.38,1,15.0,7.11,40.27,30.07,10.2,25.33,4.0,False
ORD-10645,2023-06-16,West,Wholesale,Budget,Electronics,Smartphone,1443.21,1,20.0,288.64,1154.57,754.18,400.39,34.68,3.0,False
ORD-10603,2023-06-16,Central,Direct Sales,Premium,Clothing,T-Shirt,148.51,2,25.0,74.25,222.77,205.3,17.47,7.84,4.0,False
ORD-10604,2023-06-17,Central,Online,Budget,Books,Business Strategy,37.63,1,20.0,7.53,30.1,18.55,11.55,38.37,3.0,False
ORD-11122,2023-06-19,South,Wholesale,Budget,Books,Cook Book,16.12,1,15.0,2.42,13.7,7.85,5.85,42.7,4.0,False
ORD-10583,2023-06-19,West,Online,Premium,Home & Garden,Sofa,766.16,1,5.0,38.31,727.85,369.89,357.96,49.18,4.0,False
ORD-10273,2023-06-19,Central,Retail,Budget,Clothing,Jeans,66.76,1,0.0,0.0,66.76,40.86,25.9,38.8,3.0,False
